"","breakfast","tea.time","evening","lunch","dinner","always","home","work","tearoom","friends","resto","pub","Tea","How","sugar","how","where","price","age","sex","SPC","Sport","age_Q","frequency","escape.exoticism","spirituality","healthy","diuretic","friendliness","iron.absorption","feminine","sophisticated","slimming","exciting","relaxing","effect.on.health"
"207","Not.breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","Not.work","tearoom","friends","Not.resto","pub","black","lemon","No.sugar","tea bag+unpackaged","chain store+tea shop","p_variable",65,"M","non-worker","Not.sportsman","+60","1/day","Not.escape-exoticism","Not.spirituality","healthy","diuretic","friendliness","Not.iron absorption","feminine","Not.sophisticated","No.slimming","exciting","No.relaxing","No.effect on health"
"208","Not.breakfast","Not.tea time","evening","Not.lunch","Not.dinner","always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","black","lemon","sugar","unpackaged","tea shop","p_upscale",61,"M","non-worker","Not.sportsman","+60","1 to 2/week","escape-exoticism","Not.spirituality","Not.healthy","Not.diuretic","friendliness","Not.iron absorption","feminine","sophisticated","No.slimming","No.exciting","relaxing","No.effect on health"
"209","Not.breakfast","Not.tea time","evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","green","alone","sugar","unpackaged","chain store","p_variable",27,"M","employee","Not.sportsman","25-34","3 to 6/week","escape-exoticism","Not.spirituality","Not.healthy","Not.diuretic","Not.friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","exciting","No.relaxing","No.effect on health"
"210","breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","work","Not.tearoom","friends","Not.resto","pub","Earl Grey","alone","sugar","tea bag","chain store","p_variable",21,"M","employee","sportsman","15-24","1/day","escape-exoticism","spirituality","healthy","Not.diuretic","friendliness","Not.iron absorption","feminine","Not.sophisticated","No.slimming","No.exciting","relaxing","effect on health"
"211","breakfast","Not.tea time","Not.evening","Not.lunch","dinner","Not.always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","black","alone","sugar","unpackaged","tea shop","p_upscale",31,"M","senior","sportsman","25-34","+2/day","Not.escape-exoticism","Not.spirituality","healthy","Not.diuretic","friendliness","iron absorption","Not.feminine","sophisticated","slimming","exciting","relaxing","No.effect on health"
"212","Not.breakfast","Not.tea time","Not.evening","Not.lunch","dinner","always","home","work","Not.tearoom","Not.friends","Not.resto","Not.pub","green","milk","No.sugar","tea bag","tea shop","p_upscale",30,"M","employee","sportsman","25-34","1 to 2/week","Not.escape-exoticism","Not.spirituality","Not.healthy","diuretic","Not.friendliness","Not.iron absorption","feminine","Not.sophisticated","No.slimming","No.exciting","relaxing","effect on health"
"213","Not.breakfast","Not.tea time","evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","Not.friends","Not.resto","Not.pub","black","alone","No.sugar","tea bag","chain store","p_variable",55,"M","student","Not.sportsman","45-59","3 to 6/week","escape-exoticism","Not.spirituality","Not.healthy","diuretic","Not.friendliness","Not.iron absorption","Not.feminine","Not.sophisticated","No.slimming","No.exciting","No.relaxing","effect on health"
"214","breakfast","Not.tea time","evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","Not.friends","Not.resto","Not.pub","Earl Grey","alone","sugar","tea bag","chain store+tea shop","p_variable",19,"M","employee","sportsman","15-24","+2/day","escape-exoticism","spirituality","healthy","Not.diuretic","Not.friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","exciting","relaxing","No.effect on health"
"215","breakfast","Not.tea time","Not.evening","lunch","Not.dinner","Not.always","home","work","Not.tearoom","Not.friends","resto","pub","Earl Grey","lemon","No.sugar","tea bag","chain store","p_variable",26,"M","non-worker","sportsman","25-34","+2/day","escape-exoticism","spirituality","healthy","Not.diuretic","Not.friendliness","iron absorption","Not.feminine","sophisticated","No.slimming","exciting","No.relaxing","No.effect on health"
"216","breakfast","Not.tea time","Not.evening","Not.lunch","Not.dinner","always","home","work","Not.tearoom","friends","Not.resto","Not.pub","black","milk","sugar","tea bag","chain store","p_branded",47,"M","senior","sportsman","45-59","+2/day","escape-exoticism","Not.spirituality","healthy","diuretic","Not.friendliness","Not.iron absorption","Not.feminine","Not.sophisticated","slimming","No.exciting","relaxing","No.effect on health"
"217","Not.breakfast","Not.tea time","Not.evening","Not.lunch","dinner","Not.always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","black","alone","No.sugar","tea bag+unpackaged","chain store","p_variable",28,"M","employee","sportsman","25-34","1 to 2/week","escape-exoticism","Not.spirituality","healthy","Not.diuretic","Not.friendliness","Not.iron absorption","feminine","sophisticated","No.slimming","exciting","No.relaxing","effect on health"
"218","Not.breakfast","Not.tea time","Not.evening","Not.lunch","Not.dinner","always","home","Not.work","Not.tearoom","friends","Not.resto","pub","Earl Grey","alone","No.sugar","tea bag","chain store","p_branded",23,"M","student","sportsman","15-24","+2/day","Not.escape-exoticism","spirituality","healthy","Not.diuretic","friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","No.exciting","relaxing","No.effect on health"
"219","breakfast","Not.tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","Not.friends","Not.resto","Not.pub","Earl Grey","milk","sugar","tea bag","chain store","p_branded",22,"M","middle","sportsman","15-24","1/day","escape-exoticism","Not.spirituality","healthy","Not.diuretic","Not.friendliness","Not.iron absorption","Not.feminine","Not.sophisticated","slimming","exciting","No.relaxing","No.effect on health"
"220","Not.breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","Not.work","tearoom","Not.friends","resto","pub","Earl Grey","lemon","No.sugar","unpackaged","tea shop","p_upscale",70,"M","non-worker","sportsman","+60","1/day","Not.escape-exoticism","spirituality","healthy","diuretic","friendliness","Not.iron absorption","feminine","sophisticated","slimming","No.exciting","relaxing","No.effect on health"
"221","breakfast","tea time","evening","lunch","Not.dinner","always","home","work","Not.tearoom","friends","resto","Not.pub","Earl Grey","lemon","No.sugar","tea bag+unpackaged","chain store","p_branded",27,"M","employee","sportsman","25-34","+2/day","Not.escape-exoticism","Not.spirituality","healthy","diuretic","friendliness","Not.iron absorption","Not.feminine","Not.sophisticated","No.slimming","No.exciting","relaxing","No.effect on health"
"222","Not.breakfast","Not.tea time","Not.evening","Not.lunch","dinner","Not.always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","green","alone","No.sugar","tea bag+unpackaged","tea shop","p_variable",27,"M","workman","Not.sportsman","25-34","1/day","Not.escape-exoticism","spirituality","healthy","diuretic","friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","exciting","No.relaxing","No.effect on health"
"223","Not.breakfast","Not.tea time","Not.evening","Not.lunch","dinner","Not.always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","Earl Grey","alone","sugar","tea bag","chain store","p_branded",23,"M","employee","sportsman","15-24","3 to 6/week","escape-exoticism","spirituality","healthy","diuretic","Not.friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","exciting","relaxing","No.effect on health"
"224","breakfast","tea time","evening","Not.lunch","Not.dinner","always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","Earl Grey","lemon","No.sugar","tea bag+unpackaged","chain store+tea shop","p_upscale",45,"M","senior","sportsman","45-59","+2/day","Not.escape-exoticism","Not.spirituality","healthy","diuretic","friendliness","Not.iron absorption","Not.feminine","Not.sophisticated","slimming","exciting","No.relaxing","effect on health"
"225","Not.breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","work","tearoom","Not.friends","Not.resto","Not.pub","black","milk","No.sugar","tea bag+unpackaged","chain store+tea shop","p_variable",29,"M","senior","Not.sportsman","25-34","1/day","Not.escape-exoticism","spirituality","Not.healthy","diuretic","friendliness","Not.iron absorption","feminine","sophisticated","No.slimming","exciting","No.relaxing","effect on health"
"226","Not.breakfast","Not.tea time","Not.evening","Not.lunch","Not.dinner","always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","green","alone","No.sugar","tea bag","chain store","p_variable",45,"F","employee","Not.sportsman","45-59","+2/day","escape-exoticism","spirituality","healthy","diuretic","Not.friendliness","iron absorption","Not.feminine","sophisticated","No.slimming","No.exciting","relaxing","No.effect on health"
"227","Not.breakfast","Not.tea time","Not.evening","Not.lunch","dinner","Not.always","home","Not.work","Not.tearoom","Not.friends","Not.resto","Not.pub","green","alone","No.sugar","tea bag+unpackaged","tea shop","p_upscale",25,"F","employee","Not.sportsman","25-34","+2/day","Not.escape-exoticism","spirituality","healthy","diuretic","Not.friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","exciting","No.relaxing","No.effect on health"
"228","Not.breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","black","alone","sugar","tea bag","chain store","p_branded",37,"F","employee","Not.sportsman","35-44","1/day","escape-exoticism","Not.spirituality","healthy","diuretic","friendliness","Not.iron absorption","feminine","sophisticated","No.slimming","exciting","No.relaxing","No.effect on health"
"229","Not.breakfast","tea time","evening","lunch","Not.dinner","always","home","work","Not.tearoom","friends","Not.resto","Not.pub","green","alone","No.sugar","unpackaged","tea shop","p_upscale",25,"F","student","sportsman","25-34","+2/day","Not.escape-exoticism","Not.spirituality","healthy","diuretic","friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","No.exciting","No.relaxing","No.effect on health"
"230","Not.breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","Earl Grey","milk","No.sugar","tea bag","chain store","p_branded",41,"F","non-worker","Not.sportsman","35-44","1/day","Not.escape-exoticism","Not.spirituality","healthy","diuretic","friendliness","Not.iron absorption","feminine","sophisticated","No.slimming","No.exciting","No.relaxing","No.effect on health"
"231","breakfast","Not.tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","Not.friends","Not.resto","Not.pub","black","alone","No.sugar","tea bag+unpackaged","chain store","p_branded",45,"F","employee","sportsman","45-59","1/day","escape-exoticism","spirituality","healthy","diuretic","Not.friendliness","Not.iron absorption","feminine","sophisticated","No.slimming","exciting","No.relaxing","No.effect on health"
"232","breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","Not.friends","Not.resto","Not.pub","Earl Grey","alone","No.sugar","tea bag","chain store","p_private label",15,"F","student","sportsman","15-24","1/day","Not.escape-exoticism","Not.spirituality","healthy","diuretic","friendliness","Not.iron absorption","feminine","sophisticated","slimming","No.exciting","relaxing","No.effect on health"
"233","breakfast","Not.tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","friends","resto","Not.pub","Earl Grey","alone","No.sugar","tea bag+unpackaged","chain store+tea shop","p_variable",25,"F","senior","sportsman","25-34","1/day","Not.escape-exoticism","Not.spirituality","healthy","diuretic","friendliness","Not.iron absorption","Not.feminine","Not.sophisticated","No.slimming","No.exciting","No.relaxing","No.effect on health"
"234","breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","work","tearoom","friends","Not.resto","Not.pub","Earl Grey","milk","No.sugar","tea bag+unpackaged","chain store+tea shop","p_variable",51,"F","non-worker","sportsman","45-59","1/day","escape-exoticism","Not.spirituality","healthy","diuretic","friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","exciting","No.relaxing","No.effect on health"
"235","Not.breakfast","Not.tea time","Not.evening","Not.lunch","Not.dinner","always","home","work","tearoom","friends","Not.resto","Not.pub","Earl Grey","alone","No.sugar","tea bag+unpackaged","chain store","p_variable",50,"F","employee","Not.sportsman","45-59","+2/day","escape-exoticism","Not.spirituality","healthy","diuretic","friendliness","Not.iron absorption","feminine","sophisticated","No.slimming","No.exciting","relaxing","No.effect on health"
"236","breakfast","tea time","evening","lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","friends","resto","Not.pub","Earl Grey","alone","No.sugar","tea bag","chain store","p_variable",38,"F","senior","sportsman","35-44","3 to 6/week","Not.escape-exoticism","Not.spirituality","healthy","Not.diuretic","friendliness","Not.iron absorption","Not.feminine","Not.sophisticated","No.slimming","No.exciting","relaxing","No.effect on health"
"237","breakfast","Not.tea time","Not.evening","Not.lunch","dinner","Not.always","home","work","Not.tearoom","Not.friends","Not.resto","Not.pub","Earl Grey","milk","sugar","tea bag","chain store","p_branded",25,"F","employee","Not.sportsman","25-34","1 to 2/week","escape-exoticism","Not.spirituality","Not.healthy","diuretic","friendliness","Not.iron absorption","feminine","sophisticated","No.slimming","exciting","relaxing","effect on health"
"238","breakfast","Not.tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","friends","Not.resto","pub","Earl Grey","alone","sugar","unpackaged","chain store+tea shop","p_variable",49,"F","middle","sportsman","45-59","1/day","escape-exoticism","Not.spirituality","healthy","diuretic","Not.friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","No.exciting","relaxing","No.effect on health"
"239","breakfast","tea time","Not.evening","lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","friends","resto","pub","Earl Grey","lemon","No.sugar","tea bag","chain store+tea shop","p_branded",52,"F","non-worker","Not.sportsman","45-59","+2/day","escape-exoticism","Not.spirituality","healthy","diuretic","friendliness","Not.iron absorption","feminine","Not.sophisticated","No.slimming","No.exciting","No.relaxing","No.effect on health"
"240","Not.breakfast","Not.tea time","Not.evening","Not.lunch","Not.dinner","always","home","Not.work","tearoom","friends","resto","Not.pub","Earl Grey","milk","No.sugar","tea bag+unpackaged","chain store+tea shop","p_upscale",40,"F","workman","Not.sportsman","35-44","+2/day","escape-exoticism","Not.spirituality","healthy","Not.diuretic","friendliness","iron absorption","feminine","sophisticated","No.slimming","exciting","relaxing","effect on health"
"241","Not.breakfast","Not.tea time","Not.evening","lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","Earl Grey","alone","sugar","tea bag+unpackaged","chain store+tea shop","p_upscale",23,"F","student","sportsman","15-24","1/day","Not.escape-exoticism","spirituality","healthy","diuretic","friendliness","Not.iron absorption","Not.feminine","Not.sophisticated","No.slimming","exciting","relaxing","No.effect on health"
"242","breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","Not.friends","resto","Not.pub","Earl Grey","milk","No.sugar","tea bag+unpackaged","chain store","p_branded",54,"F","employee","Not.sportsman","45-59","1/day","escape-exoticism","Not.spirituality","healthy","diuretic","Not.friendliness","iron absorption","feminine","Not.sophisticated","No.slimming","No.exciting","No.relaxing","No.effect on health"
"243","Not.breakfast","Not.tea time","evening","lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","green","milk","sugar","tea bag+unpackaged","chain store+tea shop","p_variable",26,"F","non-worker","sportsman","25-34","+2/day","escape-exoticism","spirituality","Not.healthy","Not.diuretic","Not.friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","exciting","relaxing","No.effect on health"
"244","breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","work","Not.tearoom","friends","Not.resto","Not.pub","Earl Grey","lemon","No.sugar","tea bag+unpackaged","chain store+tea shop","p_variable",21,"F","non-worker","Not.sportsman","15-24","+2/day","Not.escape-exoticism","spirituality","healthy","Not.diuretic","friendliness","Not.iron absorption","Not.feminine","Not.sophisticated","No.slimming","No.exciting","No.relaxing","No.effect on health"
"245","breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","work","Not.tearoom","friends","Not.resto","Not.pub","Earl Grey","alone","sugar","tea bag","chain store","p_branded",21,"F","employee","sportsman","15-24","+2/day","escape-exoticism","Not.spirituality","healthy","diuretic","friendliness","Not.iron absorption","feminine","Not.sophisticated","No.slimming","No.exciting","relaxing","No.effect on health"
"246","breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","work","Not.tearoom","friends","Not.resto","Not.pub","Earl Grey","milk","No.sugar","tea bag+unpackaged","chain store+tea shop","p_variable",50,"F","middle","sportsman","45-59","+2/day","Not.escape-exoticism","spirituality","healthy","diuretic","friendliness","Not.iron absorption","feminine","sophisticated","No.slimming","No.exciting","relaxing","No.effect on health"
"247","breakfast","tea time","evening","Not.lunch","Not.dinner","always","home","work","Not.tearoom","friends","Not.resto","Not.pub","black","alone","No.sugar","tea bag","chain store","p_branded",40,"F","employee","Not.sportsman","35-44","+2/day","Not.escape-exoticism","spirituality","healthy","Not.diuretic","friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","No.exciting","relaxing","No.effect on health"
"248","breakfast","tea time","evening","Not.lunch","Not.dinner","always","home","work","tearoom","friends","Not.resto","Not.pub","Earl Grey","milk","sugar","unpackaged","tea shop","p_upscale",40,"F","middle","Not.sportsman","35-44","1/day","Not.escape-exoticism","spirituality","healthy","diuretic","friendliness","Not.iron absorption","feminine","sophisticated","No.slimming","No.exciting","relaxing","No.effect on health"
"249","breakfast","tea time","Not.evening","Not.lunch","dinner","Not.always","home","Not.work","Not.tearoom","Not.friends","Not.resto","Not.pub","Earl Grey","alone","sugar","tea bag+unpackaged","tea shop","p_upscale",21,"F","student","Not.sportsman","15-24","1/day","Not.escape-exoticism","Not.spirituality","Not.healthy","Not.diuretic","friendliness","Not.iron absorption","feminine","sophisticated","No.slimming","No.exciting","No.relaxing","effect on health"
"250","breakfast","tea time","evening","Not.lunch","Not.dinner","Not.always","home","work","Not.tearoom","Not.friends","Not.resto","Not.pub","Earl Grey","alone","No.sugar","tea bag","chain store","p_branded",31,"F","employee","sportsman","25-34","+2/day","escape-exoticism","Not.spirituality","healthy","diuretic","friendliness","Not.iron absorption","feminine","sophisticated","No.slimming","No.exciting","relaxing","No.effect on health"
"251","breakfast","tea time","evening","Not.lunch","Not.dinner","always","home","Not.work","Not.tearoom","friends","resto","pub","Earl Grey","alone","sugar","tea bag+unpackaged","chain store+tea shop","p_variable",21,"M","student","sportsman","15-24","+2/day","Not.escape-exoticism","Not.spirituality","Not.healthy","Not.diuretic","friendliness","Not.iron absorption","Not.feminine","Not.sophisticated","No.slimming","No.exciting","relaxing","No.effect on health"
"252","Not.breakfast","tea time","evening","Not.lunch","Not.dinner","Not.always","home","Not.work","tearoom","friends","resto","Not.pub","Earl Grey","lemon","sugar","tea bag+unpackaged","chain store+tea shop","p_variable",24,"F","employee","Not.sportsman","15-24","3 to 6/week","Not.escape-exoticism","Not.spirituality","Not.healthy","Not.diuretic","friendliness","Not.iron absorption","Not.feminine","Not.sophisticated","No.slimming","No.exciting","No.relaxing","No.effect on health"
"253","Not.breakfast","Not.tea time","Not.evening","Not.lunch","Not.dinner","always","home","Not.work","Not.tearoom","friends","Not.resto","pub","Earl Grey","alone","No.sugar","tea bag+unpackaged","chain store+tea shop","p_variable",20,"F","student","Not.sportsman","15-24","+2/day","Not.escape-exoticism","spirituality","healthy","Not.diuretic","friendliness","Not.iron absorption","feminine","sophisticated","No.slimming","exciting","relaxing","No.effect on health"
"254","breakfast","Not.tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","work","Not.tearoom","friends","Not.resto","Not.pub","Earl Grey","alone","No.sugar","tea bag","chain store","p_branded",34,"M","middle","sportsman","25-34","1/day","escape-exoticism","Not.spirituality","healthy","diuretic","friendliness","Not.iron absorption","Not.feminine","sophisticated","slimming","No.exciting","relaxing","No.effect on health"
"255","Not.breakfast","Not.tea time","evening","lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","friends","resto","Not.pub","Earl Grey","alone","No.sugar","unpackaged","chain store","p_variable",33,"M","middle","sportsman","25-34","3 to 6/week","Not.escape-exoticism","Not.spirituality","Not.healthy","diuretic","friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","exciting","relaxing","No.effect on health"
"256","breakfast","Not.tea time","evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","black","milk","No.sugar","tea bag","chain store","p_branded",24,"M","employee","Not.sportsman","15-24","+2/day","Not.escape-exoticism","spirituality","healthy","diuretic","friendliness","Not.iron absorption","Not.feminine","sophisticated","slimming","No.exciting","relaxing","No.effect on health"
"257","breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","work","Not.tearoom","Not.friends","Not.resto","Not.pub","black","alone","sugar","tea bag","chain store","p_branded",25,"M","student","sportsman","25-34","1/day","escape-exoticism","Not.spirituality","healthy","Not.diuretic","friendliness","Not.iron absorption","Not.feminine","Not.sophisticated","No.slimming","No.exciting","relaxing","No.effect on health"
"258","Not.breakfast","tea time","Not.evening","lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","green","milk","sugar","tea bag","chain store","p_private label",48,"M","senior","Not.sportsman","45-59","1 to 2/week","Not.escape-exoticism","Not.spirituality","healthy","Not.diuretic","friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","exciting","No.relaxing","No.effect on health"
"259","breakfast","tea time","evening","Not.lunch","Not.dinner","always","home","work","tearoom","friends","resto","Not.pub","Earl Grey","alone","sugar","tea bag+unpackaged","chain store+tea shop","p_variable",26,"M","senior","sportsman","25-34","+2/day","escape-exoticism","spirituality","healthy","Not.diuretic","friendliness","Not.iron absorption","feminine","sophisticated","No.slimming","No.exciting","relaxing","No.effect on health"
"260","breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","Earl Grey","alone","sugar","tea bag+unpackaged","chain store","p_variable",21,"M","student","sportsman","15-24","1 to 2/week","escape-exoticism","Not.spirituality","healthy","Not.diuretic","friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","exciting","No.relaxing","effect on health"
"261","Not.breakfast","tea time","evening","lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","black","alone","sugar","unpackaged","tea shop","p_branded",30,"M","workman","sportsman","25-34","+2/day","escape-exoticism","Not.spirituality","healthy","Not.diuretic","friendliness","iron absorption","Not.feminine","Not.sophisticated","slimming","No.exciting","relaxing","effect on health"
"262","Not.breakfast","Not.tea time","evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","Not.friends","Not.resto","Not.pub","green","alone","sugar","tea bag","chain store","p_branded",40,"M","senior","sportsman","35-44","1 to 2/week","escape-exoticism","Not.spirituality","healthy","diuretic","Not.friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","exciting","relaxing","No.effect on health"
"263","breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","Not.friends","Not.resto","Not.pub","black","milk","No.sugar","tea bag","chain store","p_unknown",57,"M","middle","Not.sportsman","45-59","+2/day","escape-exoticism","spirituality","healthy","diuretic","friendliness","Not.iron absorption","feminine","sophisticated","slimming","No.exciting","relaxing","effect on health"
"264","Not.breakfast","Not.tea time","Not.evening","Not.lunch","Not.dinner","always","home","work","Not.tearoom","friends","resto","pub","Earl Grey","alone","sugar","tea bag+unpackaged","chain store+tea shop","p_variable",29,"M","employee","sportsman","25-34","3 to 6/week","escape-exoticism","spirituality","healthy","diuretic","friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","exciting","relaxing","No.effect on health"
"265","Not.breakfast","tea time","evening","Not.lunch","Not.dinner","always","home","work","tearoom","friends","resto","pub","Earl Grey","alone","No.sugar","tea bag+unpackaged","chain store+tea shop","p_variable",36,"F","other worker","Not.sportsman","35-44","+2/day","escape-exoticism","Not.spirituality","healthy","diuretic","friendliness","Not.iron absorption","feminine","sophisticated","No.slimming","exciting","relaxing","No.effect on health"
"266","Not.breakfast","Not.tea time","Not.evening","lunch","Not.dinner","always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","Earl Grey","alone","sugar","tea bag+unpackaged","chain store","p_upscale",25,"M","student","sportsman","25-34","3 to 6/week","escape-exoticism","Not.spirituality","Not.healthy","Not.diuretic","Not.friendliness","Not.iron absorption","Not.feminine","Not.sophisticated","No.slimming","exciting","relaxing","No.effect on health"
"267","breakfast","tea time","Not.evening","lunch","Not.dinner","always","home","work","tearoom","friends","resto","Not.pub","black","milk","No.sugar","tea bag+unpackaged","chain store","p_variable",21,"F","student","sportsman","15-24","+2/day","escape-exoticism","Not.spirituality","Not.healthy","diuretic","friendliness","Not.iron absorption","Not.feminine","Not.sophisticated","slimming","exciting","No.relaxing","effect on health"
"268","breakfast","tea time","Not.evening","lunch","Not.dinner","always","home","work","tearoom","friends","resto","Not.pub","Earl Grey","alone","sugar","tea bag+unpackaged","chain store+tea shop","p_upscale",24,"F","senior","sportsman","15-24","+2/day","escape-exoticism","spirituality","Not.healthy","diuretic","friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","exciting","No.relaxing","effect on health"
"269","Not.breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","work","Not.tearoom","friends","resto","Not.pub","black","alone","sugar","tea bag+unpackaged","chain store+tea shop","p_upscale",25,"M","employee","sportsman","25-34","3 to 6/week","Not.escape-exoticism","Not.spirituality","Not.healthy","diuretic","Not.friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","No.exciting","No.relaxing","effect on health"
"270","breakfast","tea time","Not.evening","lunch","Not.dinner","Not.always","home","Not.work","tearoom","friends","resto","Not.pub","Earl Grey","milk","No.sugar","tea bag+unpackaged","chain store+tea shop","p_variable",89,"F","non-worker","Not.sportsman","+60","+2/day","escape-exoticism","Not.spirituality","Not.healthy","Not.diuretic","friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","No.exciting","relaxing","effect on health"
"271","Not.breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","Not.work","tearoom","friends","Not.resto","Not.pub","black","alone","sugar","unpackaged","chain store+tea shop","p_variable",90,"F","non-worker","Not.sportsman","+60","+2/day","escape-exoticism","spirituality","Not.healthy","Not.diuretic","friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","No.exciting","No.relaxing","effect on health"
"272","breakfast","tea time","evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","black","alone","No.sugar","unpackaged","tea shop","p_variable",27,"M","middle","sportsman","25-34","1 to 2/week","Not.escape-exoticism","Not.spirituality","Not.healthy","diuretic","friendliness","Not.iron absorption","Not.feminine","sophisticated","No.slimming","No.exciting","relaxing","No.effect on health"
"273","breakfast","tea time","evening","Not.lunch","Not.dinner","always","home","work","tearoom","friends","resto","pub","Earl Grey","other","sugar","tea bag+unpackaged","chain store+tea shop","p_variable",42,"F","other worker","Not.sportsman","35-44","+2/day","escape-exoticism","spirituality","healthy","diuretic","friendliness","Not.iron absorption","feminine","sophisticated","slimming","No.exciting","relaxing","No.effect on health"
"274","breakfast","tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","friends","resto","pub","Earl Grey","other","sugar","tea bag","chain store","p_variable",46,"M","senior","Not.sportsman","45-59","1/day","Not.escape-exoticism","spirituality","healthy","diuretic","friendliness","Not.iron absorption","Not.feminine","Not.sophisticated","No.slimming","exciting","No.relaxing","No.effect on health"
"275","breakfast","Not.tea time","Not.evening","Not.lunch","Not.dinner","Not.always","home","Not.work","Not.tearoom","friends","Not.resto","Not.pub","black","alone","No.sugar","tea bag","chain store","p_variable",22,"M","student","sportsman","15-24","1 to 2/week","escape-exoticism","Not.spirituality","healthy","diuretic","Not.friendliness","Not.iron absorption","feminine","sophisticated","slimming","No.exciting","relaxing","effect on health"
